,cost_for_two,cuisines,locality,rating,rest_name,votes
232,"1,200","['North Indian', 'South Indian']","Varthur Main Road, Whitefield",4.4,Ebony                                     ,193
233,500,"['Burger', 'Fast Food', 'Beverages']","Phoenix Market City Mall, Whitefield",4,Burger King                                     ,2060
234,700,"['North Indian', 'Street Food']",Indiranagar,4.1,Bhartiya Jalpan                                     ,1491
235,"1,000","['Rajasthani', 'Gujarati', 'North Indian', 'South Indian']","Bangalore Central, JP Nagar",4,Village - The Soul of India                                     ,2538
236,"1,600","['Finger Food', 'Continental', 'Pizza']",Brigade Road,4.2,Laughing Llama Gastropub                                     ,586
237,"2,100","['Japanese', 'Sushi', 'Thai', 'Korean', 'Chinese']","1 MG Road Mall, MG Road",3.9,The Tao Terraces                                     ,2136
238,"1,200","['Pizza', 'Continental', 'Italian']",Indiranagar,4.5,Pizza Bakery - Brew & Eatery                                     ,2387
239,"1,450","['Finger Food', 'Continental', 'North Indian', 'Chinese', 'Coffee']",JP Nagar,4.4,Millennials                                     ,226
240,"2,500",['Modern Indian'],Indiranagar,4.4,Punkah House                                     ,206
241,"1,200",['Rajasthani'],JP Nagar,4.2,Kesariya                                     ,1376
242,"2,000","['European', 'North Indian', 'American', 'Chinese', 'Thai', 'Japanese', 'Italian', 'French']",Whitefield,4.4,EDGE - Infusion Bar & Kitchen                                     ,283
243,100,['South Indian'],Basavanagudi,4.7,Brahmin's Coffee Bar                                     ,2932
244,800,"['Biryani', 'North Indian', 'Chinese', 'Seafood']",Whitefield,4,Biriyani Zone                                     ,1723
245,900,"['North Indian', 'Arabian', 'Mughlai', 'Biryani', 'Seafood', 'Beverages']",Whitefield,4.4,Imperio Restaurant                                     ,3815
246,850,"['Andhra', 'Biryani', 'South Indian', 'North Indian', 'Chinese']",New BEL Road,4,Nandhini Deluxe                                     ,777
247,800,"['Pizza', 'Italian', 'Beverages']",Koramangala 4th Block,4.1,La Pino'z Pizza                                     ,847
248,"1,100","['Vietnamese', 'Salad']",Indiranagar,4.4,Phobidden Fruit                                     ,3165
249,"1,300","['North Indian', 'South Indian', 'Chinese', 'Continental', 'Mangalorean']",Koramangala 1st Block,4.5,Roots                                     ,2381
250,"3,500","['Lebanese', 'Mediterranean', 'Afghan']",Sheraton Grand Bangalore Hotel at Brigade Gateway,4.2,The Persian Terrace - Sheraton Grand Bangalore Hotel...                                     ,663
251,"1,400","['Bar Food', 'Continental', 'Italian', 'Asian']",St. Marks Road,4.3,The Open Box                                     ,2842
252,"1,200","['American', 'North Indian', 'Finger Food', 'Continental', 'Italian']","Gilly's Redefined, Koramangala 4th Block",4.6,Myu Bar At Gilly's Redefined                                     ,2158
253,700,"['Cafe', 'Continental', 'Asian']",Koramangala 5th Block,4.5,The Hobbit Cafe                                     ,733
254,"1,700","['European', 'American']","VR Bengaluru, Whitefield",4.2,The Irish House                                     ,2039
255,350,"['South Indian', 'Biryani']",Jayanagar,4.2,Ranganna Military Hotel                                     ,1025
256,"1,100","['Kashmiri', 'Cafe']",Whitefield,4.3,Orzuv                                     ,1323
257,"1,000","['Continental', 'Italian', 'North Indian', 'Chinese']",HSR,4.5,Basil Bistro                                     ,561
258,"1,200","['Chinese', 'Continental', 'North Indian']",Rajarajeshwari Nagar,4,The Watering Hole                                     ,622
259,800,"['Cafe', 'French', 'Desserts']",Indiranagar,4.6,Paris Panini - French Street Food                                     ,151
260,"1,600","['Continental', 'Pizza', 'North Indian', 'Goan']",Domlur,3.9,Loveshack                                     ,2022
261,"1,200","['Continental', 'Finger Food', 'North Indian', 'Chinese']",JP Nagar,4.2,Crumb Together                                     ,905
262,"1,400","['Mediterranean', 'North Indian', 'Italian', 'Chinese']",Koramangala 7th Block,4.3,House of Troy                                     ,132
263,"1,000","['Chinese', 'Continental', 'Burger', 'Pizza']",Jayanagar,3.9,LIT Gastro Pub                                     ,618
264,950,"['Cafe', 'Italian', 'Continental', 'Thai', 'Healthy Food']",Residency Road,4.1,Green Theory                                     ,3091
265,"1,500","['Continental', 'Chinese', 'North Indian']",Sarjapur Road,4.2,Xtreme Sports Bar                                     ,1214
266,650,"['Pizza', 'Italian', 'Burger', 'Sandwich', 'Desserts', 'Beverages']",Bellandur,4.2,Pepe's Pizza                                     ,512
267,"1,000","['Continental', 'North Indian', 'Chinese', 'Italian', 'Mughlai', 'Kebab']",Electronic City,4.2,Olive Grove                                     ,243
268,"1,400","['Rajasthani', 'North Indian']",UB City,4.3,Rasovara                                     ,903
269,"1,000","['North Indian', 'Mughlai', 'Goan']",Rammurthy Nagar,4.3,Hotel The Shack - Restopub                                     ,372
270,"2,000",['North Indian'],"Royal Orchid Hotel,  Old Airport Road",4.2,Tiger Trail - Royal Orchid Hotel                                     ,464
271,400,"['Mughlai', 'Kebab', 'Biryani', 'North Indian']",Malleshwaram,4.1,Al-Bek                                     ,1297
272,100,['South Indian'],HSR,4.6,Arogya Ahaara                                     ,767
273,"1,600","['North Indian', 'Modern Indian']",Residency Road,4.4,Spiceklub                                     ,201
274,"1,200","['Finger Food', 'North Indian']",Koramangala 1st Block,4.4,B-hive                                     ,1992
275,"1,000","['North Indian', 'Chinese', 'Finger Food']",Bannerghatta Road,4.3,Public - The Rooftop Bar And Kitchen                                     ,1645
276,"1,300","['Continental', 'Chinese', 'North Indian', 'Finger Food']",St. Marks Road,4.3,The Bar Stock Exchange                                     ,924
277,500,"['Mughlai', 'Chinese', 'North Indian']","Varthur Main Road, Whitefield",3.3,Food Paradise                                     ,4
278,850,"['Andhra', 'Biryani', 'North Indian', 'Chinese', 'South Indian']",Marathahalli,3.6,Kritunga Restaurant                                     ,2226
279,"1,000","['North Indian', 'Mughlai', 'Biryani']",HSR,4.1,Moti Mahal Delux                                     ,1076
280,800,"['Biryani', 'North Indian']",Indiranagar,4,Paradise Biryani                                     ,3567
281,"1,700","['Continental', 'American']",JP Nagar,4.3,Brewsky                                     ,4552
282,"2,800","['North Indian', 'Mughlai']","Orion Mall, Malleshwaram",4.5,Punjab Grill                                     ,2688
283,"1,500","['North Indian', 'Italian', 'Continental', 'Thai']",Koramangala 7th Block,4.4,Boomrang BarXsocial                                     ,669
284,"1,700","['Continental', 'Italian']",Residency Road,4.2,Bangalore Brew Works                                     ,2443
285,750,"['Arabian', 'North Indian', 'Chinese', 'Salad', 'Beverages']",Whitefield,3.8,Orbis Restaurant                                     ,1408
286,"1,800","['Mughlai', 'North Indian', 'Continental']",Courtyard & Fairfield by Marriott,4.1,Kava - Fairfield by Marriott                                     ,468
287,750,"['Biryani', 'Andhra']",Bellandur,4,Mani's Dum Biryani                                     ,1104
288,600,"['Biryani', 'North Indian', 'Chinese', 'Andhra', 'Hyderabadi']",BTM,3.9,Hyderabadi Biryani Hub                                     ,406
289,700,"['Cafe', 'Continental', 'Italian', 'Thai', 'North Indian', 'American']",Koramangala 6th Block,4.4,Loft                                     ,1583
290,"1,500","['Mexican', 'Tex-Mex']",UB City,4.3,Sanchez                                     ,1257
291,"1,800","['North Indian', 'South Indian', 'Continental']","Fairfield by Marriott,Rajajinagar ",4,Kava - Fairfield by Marriott                                     ,757
292,"1,200","['North Indian', 'Continental', 'Italian', 'Pizza']",HSR,4.4,Oyster                                     ,248
293,800,['North Indian'],Jayanagar,4.1,Kapoor's Cafe                                     ,390
294,"1,500","['Bar Food', 'Continental', 'North Indian', 'Asian']",Brigade Road,4.7,Just BLR                                     ,2009
295,"2,000","['Mediterranean', 'Continental', 'French', 'Italian']",MG Road,4.4,Salvadores                                     ,329
296,"2,000","['South Indian', 'North Indian', 'Continental']",The Zuri Hotels,3.9,Karibu - The Zuri                                     ,324
297,"1,800","['North Indian', 'South Indian', 'Continental']","Fairfield by Marriott,Rajajinagar ",4,Kava - Fairfield by Marriott                                     ,757
298,"1,200","['Finger Food', 'North Indian', 'Seafood', 'Chinese', 'Fast Food']","Skywalk, Ulsoor",4.2,Watson's                                     ,1524
299,"2,100","['Modern Indian', 'European', 'Healthy Food', 'Greek', 'Moroccan', 'Turkish']",Indiranagar,4.1,Bohemians The Social House                                     ,417
300,400,"['Kebab', 'North Indian', 'Chinese']",Jayanagar,4,Kabab Magic                                     ,1296
301,"1,200","['Italian', 'American', 'Steak', 'Continental', 'BBQ', 'Salad']",Church Street,4.2,The Only Place                                     ,3065
302,"1,600","['Asian', 'Continental', 'Finger Food']",HSR,4.3,Hangover                                     ,2123
303,"1,300","['Finger Food', 'North Indian', 'Seafood', 'Chinese', 'Continental', 'Pizza']",Malleshwaram,4.4,Geometry Gastropub                                     ,93
304,"1,600","['Continental', 'Italian', 'North Indian', 'Finger Food', 'Chinese', 'Mughlai']",New BEL Road,4.3,Chapter One Bar | Maiin                                     ,1353
305,900,"['Cafe', 'Salad', 'Italian', 'American', 'Bakery']",Whitefield,4.4,Bloomsbury's Global Kitchen & Bakehouse                                     ,934
306,"1,000","['Cafe', 'Continental', 'Italian', 'Pizza', 'Desserts']",Indiranagar,4.4,Lazy Suzy                                     ,1576
307,"1,700","['Continental', 'North Indian', 'Finger Food']","The Paul, Ring Road",4.4,Murphy's Brewhouse - The Paul Bangalore                                     ,2176
308,"1,200","['Finger Food', 'South Indian', 'North Indian', 'Chinese', 'Pizza']",Koramangala 4th Block,4.2,The Fixx                                     ,899
309,"2,800","['American', 'Continental', 'North Indian', 'South Indian']","Conrad Bengaluru, Ulsoor",4.2,Caraway Kitchen - Conrad Bengaluru                                     ,263
310,"1,400","['North Indian', 'Mediterranean', 'Iranian', 'Beverages']",Bellandur,3.6,Ruh                                     ,3327
311,250,"['Beverages', 'Tea', 'Fast Food']",MG Road,4,Chai Point                                     ,296
312,500,"['Burger', 'Fast Food']",Brookefield,3.4,McDonald's                                     ,585
313,"1,600","['Chinese', 'Sushi', 'Asian', 'Thai']",Indiranagar,3.9,Big Wong                                     ,20
314,"1,200","['Asian', 'Thai', 'Indonesian', 'Chinese']",Indiranagar,4.4,Thai Chy                                     ,911
315,"1,600","['North Indian', 'Asian', 'Modern Indian', 'Finger Food']",Ulsoor,4.5,Night Owl Pub & Kitchen                                     ,149
316,750,"['North Indian', 'Mughlai']","Forum Neighbourhood Mall, Whitefield",4,Pind Balluchi                                     ,286
317,"2,500","['North Indian', 'American', 'Italian']",Bengaluru Marriott Hotel Whitefield,4.2,M Cafe - Bengaluru Marriott Hotel Whitefield                                     ,907
318,800,"['North Indian', 'Andhra', 'Chinese']",Marathahalli,4.4,Trans Into Placid                                     ,217
319,"1,600","['American', 'European', 'Continental']",Whitefield,4.3,Rassasy By Barcelos                                     ,265
320,"1,500","['North Indian', 'Japanese']","D and N Enterprises, Marathahalli",4.2,Float                                     ,3600
321,850,"['North Indian', 'Kebab']",JP Nagar,4,Baba Chatkora                                     ,269
322,400,"['Maharashtrian', 'North Indian']",Cunningham Road,4.1,Maratha Darshan                                     ,150
323,"1,400","['Finger Food', 'North Indian', 'Chinese', 'Pizza']",Rajajinagar,4,Le Grapes Restobar                                     ,100
324,"1,000","['North Indian', 'Italian']",Jayanagar,4.2,Cable Car                                     ,1441
325,700,"['North Indian', 'Beverages']",Whitefield,4.3,Mooch Marod                                     ,668
